Products Brand Name,Inventory Conversion Inputs Outputs Output Product,Strain Name,Inventory Conversions Batch Name,package_ID,Batch Harvest Date,Batch Lab Results Lab Result URL,Products Vendor Name,Inventory Producer Name,Manufacturing Date
GRÄS Cannabis,Platinum Punch Mints 3.5g,Platinum Punch Mints,SKL Platinum Punch Mint 04.07.23 GH6 Bay 3,53093,4/7/2023,https://orders.confidentcannabis.com/report/public/pdf/ff3caae8-1ac5-4ed5-b48a-8a9bb7cfc3c3,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Larry Lem OG,Larry Lem OG,230328-003,41692,3/28/2023,https://lims.tagleaf.com/coas/4ItpzvwiLlW8UlrFiP5FfP4LPxY9HoJQ9UX0iZ3EjYYnqPq4Gj,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Larry Lem OG,Larry Lem OG,230328-003,40020,3/28/2023,https://lims.tagleaf.com/coas/4ItpzvwiLlW8UlrFiP5FfP4LPxY9HoJQ9UX0iZ3EjYYnqPq4Gj,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Budder 1g - Larry Lem OG,Larry Lem OG,230328-003,43541,3/28/2023,https://lims.tagleaf.com/coas/4ItpzvwiLlW8UlrFiP5FfP4LPxY9HoJQ9UX0iZ3EjYYnqPq4Gj,"Forever 46, LLC - 00000057DCHF00477864",,6/20/2023
iLAVA,Lumen Budder 2.5g - Larry Lem OG,Larry Lem OG,230328-003,42287,3/28/2023,https://lims.tagleaf.com/coas/4ItpzvwiLlW8UlrFiP5FfP4LPxY9HoJQ9UX0iZ3EjYYnqPq4Gj,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Sugar Wax 1g - Marshmellow Squirt,Marshmellow Squirt,230328-004,41677,3/28/2023,https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1,"Forever 46, LLC - 00000057DCHF00477864",,5/17/2023
iLAVA,Lumen Sugar Wax 1g - Marshmellow Squirt,Marshmellow Squirt,230328-004,40016,3/28/2023,https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1,"Forever 46, LLC - 00000057DCHF00477864",,4/19/2023
iLAVA,Magma Budder 1g - nu TGK,nu TGK,230328-002,40790,3/28/2023,https://lims.tagleaf.com/coas/eR3G1tFCBzuvZPBTuKZ8VHthmd5ITEz5y7NU4C5Y1M0dLg60pF,"Forever 46, LLC - 00000057DCHF00477864",,5/3/2023
iLAVA,Magma Budder 2.5g - Apple Fritter,Apple Fritter,230328-001,42282,3/28/2023,https://lims.tagleaf.com/coas/wtmLi7kwSl84bI5aqQVSjiJoC7gcH5lFn5YoPxQ8WrbAgh1Kgb,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Magma Budder 1g - nu TGK,nu TGK,230328-002,40023,3/28/2023,https://lims.tagleaf.com/coas/eR3G1tFCBzuvZPBTuKZ8VHthmd5ITEz5y7NU4C5Y1M0dLg60pF,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,Lumen Sugar Wax 1g - Marshmellow Squirt,Marshmellow Squirt,230328-004,42904,3/28/2023,https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1,"Forever 46, LLC - 00000057DCHF00477864",,6/8/2023
