"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
DTF 12 Pack Prerolls 3.6g - Ephemeral,23780,eph-220721.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/10/2022,DTF - Downtown Flower,7/21/2022,
Zack's Cake 28g - Mid,23758,Zack's Cake-220825.0001,Zack's Cake,,10/10/2022,DTF - Downtown Flower,8/25/2022,
DTF 12 Pack Prerolls 3.6g - Kush Mints,23749,227-220721.0001,Kush Mints,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/10/2022,DTF - Downtown Flower,7/21/2022,
Kosher Kush 28g - Mid,23708,235-220825.0001,Kosher Kush,,10/9/2022,DTF - Downtown Flower,8/24/2022,
DTF 12 Pack Prerolls 3.6g - White Truffle,23706,317s-220825.0001,White Truffle,,10/9/2022,DTF - Downtown Flower,8/25/2022,
White Truffle 28g - Mid,23685,317s-220825.0001,White Truffle,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/9/2022,DTF - Downtown Flower,8/25/2022,
Zack's Cake 3.5g - Mid,23644,Zack's Cake-220825.0001,Zack's Cake,,10/6/2022,DTF - Downtown Flower,8/25/2022,
DTF Premium Preroll 1g - Kosher Kush,23397,235-220825.0001,Kosher Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/5/2022,DTF - Downtown Flower,8/24/2022,
DTF Premium Preroll 1g - Ganja Blanca,23289,GB-220721.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/4/2022,DTF - Downtown Flower,7/21/2022,
Kosher Kush 3.5g - Mid,23257,235-220825.0001,Kosher Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/4/2022,DTF - Downtown Flower,8/24/2022,
DTF 12 Pack Prerolls 3.6g - Ganja Blanca,23232,GB-220721.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/4/2022,DTF - Downtown Flower,7/21/2022,
White Truffle 3.5g - Mid,23151,317s-220825.0001,White Truffle,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/3/2022,DTF - Downtown Flower,8/25/2022,
DTF 12 Pack Prerolls 3.6g - DTS,23108,DTS-220721.0001,DTS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/3/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Orange Wafers,23095,308A-220721.0001,Orange Wafers,,10/2/2022,DTF - Downtown Flower,7/20/2022,
Ephemeral 3.5g - Mid,23076,eph-220721.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/2/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Dad's Frangoli,23055,Dad's Frangoli-220721.0001,Dad's Frangoli,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/2/2022,DTF - Downtown Flower,7/21/2022,
DTF Premium Preroll 1g - Ephemeral,23001,eph-220721.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/29/2022,DTF - Downtown Flower,7/21/2022,
Ephemeral 28g - Mid,22934,eph-220721.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/28/2022,DTF - Downtown Flower,7/21/2022,
Ganja Blanca 3.5g - Mid,22876,GB-220721.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/28/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Ol Cherry,22872,Ol Cherry-220721.0001,Ol Cherry,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/28/2022,DTF - Downtown Flower,7/21/2022,
Ganja Blanca 14g - Mid,22817,GB-220721.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/28/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Gello,22766,230-220721.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/27/2022,DTF - Downtown Flower,7/20/2022,
Dad's Frangoli 14g - Mid,22763,Dad's Frangoli-220721.0001,Dad's Frangoli,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/27/2022,DTF - Downtown Flower,7/21/2022,
DTF Premium Preroll 1g - Ol Cherry,22753,Ol Cherry-220721.0001,Ol Cherry,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/27/2022,DTF - Downtown Flower,7/21/2022,
Orange Wafers 3.5g - Value,22616,308A-220721.0001,Orange Wafers,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/26/2022,DTF - Downtown Flower,7/20/2022,
DTF Premium Preroll 1g - White Truffle,22569,317s-220825.0001,White Truffle,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/26/2022,DTF - Downtown Flower,8/25/2022,
DTF 12 Pack Prerolls 3.6g - Super Glue,22540,186-220721.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/26/2022,DTF - Downtown Flower,7/20/2022,
DTF Premium Preroll 1g - Kush Mints,22516,227-220721.0001,Kush Mints,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/25/2022,DTF - Downtown Flower,7/21/2022,
Super Glue 3.5g - Value,22501,186-220721.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/25/2022,DTF - Downtown Flower,7/20/2022,
DTF 12 Pack Prerolls 3.6g - Sonoran Crema,22491,SC-220721.0001,Sonoran Crema,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/25/2022,DTF - Downtown Flower,7/21/2022,
Dad's Frangoli 3.5g - Mid,22470,Dad's Frangoli-220721.0001,Dad's Frangoli,,9/22/2022,DTF - Downtown Flower,7/21/2022,
Orange Wafers 28g - Value,22386,308A-220721.0001,Orange Wafers,,9/22/2022,DTF - Downtown Flower,7/20/2022,
Super Glue 28g - Value,22377,186-220721.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/22/2022,DTF - Downtown Flower,7/20/2022,
Ol Cherry 3.5g - Mid,22276,Ol Cherry-220721.0001,Ol Cherry,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/21/2022,DTF - Downtown Flower,7/21/2022,
Gello 3.5g - Value,22184,230-220721.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/21/2022,DTF - Downtown Flower,7/20/2022,
DTF Premium Preroll 1g - DTS,22168,DTS-220721.0001,DTS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/21/2022,DTF - Downtown Flower,7/21/2022,
Sonoran Crema 3.5g - Value,22096,SC-220721.0001,Sonoran Crema,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/20/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Ganja Blanca,22079,GB-220705.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/20/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Jungle Spew,22063,JS-220705.0001,Jungle Spew,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/20/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Ganja Blanca,21864,GB-220705.0001,Ganja Blanca,,9/19/2022,DTF - Downtown Flower,7/4/2022,
Apple Fritter 3.5g - Value,21745,228-220721.0001,Apple Fritter,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/19/2022,DTF - Downtown Flower,7/21/2022,
DTF 12 Pack Prerolls 3.6g - Jungle Lava,20283,290A-220705.0001,Jungle Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/4/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Ganja Blanca,20280,GB-220705.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/4/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Sonoran Lava,20216,290D-220705.0001,Sonoran Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/4/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Truffaloha,20104,302s-220705.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/4/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Jungle Spew,20071,JS-220705.0001,Jungle Spew,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/4/2022,
Jungle Lava 3.5g - Mid,20060,290A-220705.0001,Jungle Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/5/2022,
Truffaloha 3.5g - Mid,19866,302s-220705.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Truffaloha,19785,302s-220705.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Jungle Lava,19771,290A-220705.0001,Jungle Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Buss Down,19742,311s-220705.0001,Buss Down,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Jungle Lava,19741,290A-220705.0001,Jungle Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/1/2022,DTF - Downtown Flower,7/5/2022,
Ganja Blanca 7g - Mid,19738,GB-220705.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/31/2022,DTF - Downtown Flower,7/4/2022,
Ganja Blanca 3.5g - Mid,19668,GB-220705.0001,Ganja Blanca,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/31/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Candyland,19666,292s-220705.0001,Candyland,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/31/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Truffaloha,19636,302s-220705.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/30/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Forest Fire,19634,218-220705.0001,Forest Fire,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/30/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Cinderellas Candy,19627,264B-220622.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/30/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Face Off Scout,19625,263-220705.0001,Face Off Scout,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/30/2022,DTF - Downtown Flower,7/5/2022,
Sonoran Lava 3.5g - Mid,19619,290D-220705.0001,Sonoran Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/30/2022,DTF - Downtown Flower,7/4/2022,
Ephemeral 3.5g - Value,19527,eph-220705.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Ice Cream Social,19499,318-220705.0001,ICS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Blueberry Muffinz,19497,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,6/17/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Cake,19491,Zack's Cake-220705.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Cake,19488,Zack's Cake-220705.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Cinderellas Candy,19464,264B-220531.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/29/2022,DTF - Downtown Flower,5/31/2022,
DTF 12 Pack Prerolls 3.6g - Chemdawg,19320,262-220505.0001,Chemdawg,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/28/2022,DTF - Downtown Flower,5/4/2022,
DTF Premium Preroll 1g - Face Off Scout,19318,263-220705.0001,Face Off Scout,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/28/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Jokers Candy,19206,JRK CNDY-220705.0001,Jokers Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/28/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Forest Fire,19201,218-220705.0001,Forest Fire,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/28/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Candyland,19128,292s-220705.0001,Candyland,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/25/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Rhino,19072,291C-220622.0001,Zack's Rhino,,8/24/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Gello,18842,230-220622.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/23/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Kosher Kush,18816,235-220622.0001,Kosher Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/22/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Super Glue,18676,186-220622.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/21/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Super Glue,18594,186-220622.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/18/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Dad's Frangoli,18533,Dad's Frangoli-220615.0001,Dad's Frangoli,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/18/2022,DTF - Downtown Flower,6/15/2022,
DTF 12 Pack Prerolls 3.6g - Orange Wafers,18500,308A-220622.0001,Orange Wafers,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/18/2022,DTF - Downtown Flower,6/22/2022,
Candyland 3.5g - Value,18387,292s-220705.0001,Candyland,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/18/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Cake,18383,Zack's Cake-220705.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/18/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Jungle Lava,18262,290B-220615.0001,Jungle Lava (6),"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,6/15/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Rhino,18258,291C-220622.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Blueberry Muffinz,18257,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,6/17/2022,
DTF 12 Pack Prerolls 3.6g - Blueberry Muffinz,18247,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,6/17/2022,
DTF 12 Pack Prerolls 3.6g - Dalliance,18238,293s-220705.0001,Dalliance,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Ice Cream Social,18225,318-220622.0001,ICS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/17/2022,DTF - Downtown Flower,6/22/2022,
Kosher Kush 3.5g - Mid,18206,235-220622.0001,Kosher Kush,,,DTF - Downtown Flower,6/22/2022,
Kosher Kush 3.5g - Mid,18206,235-220622.0001,Kosher Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/16/2022,DTF - Downtown Flower,6/22/2022,
White Truffle 3.5g - Value,18202,317s-220705.0001,White Truffle,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/16/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Zack's Rhino,18175,291C-220607.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/16/2022,DTF - Downtown Flower,6/7/2022,
DTF Premium Preroll 1g - Ephemeral,17811,eph-220615.0001,Ephemeral,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/15/2022,DTF - Downtown Flower,6/15/2022,
DTF Premium Preroll 1g - Blueberry Muffinz,17686,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/15/2022,DTF - Downtown Flower,6/17/2022,
Sonoran Crema 3.5g - Mid,17668,SC-220518.0001,Sonoran Crema,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/15/2022,DTF - Downtown Flower,5/18/2022,
DTF Premium Preroll 1g - Ice Cream Social,17623,318-220705.0001,ICS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/14/2022,DTF - Downtown Flower,7/5/2022,
Cinderellas Candy 14g - Value,17530,264B-220622.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/14/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Zack's Rhino,17529,291C-220622.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/14/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Blue Dream X,17517,272X-220622.0001,Blue Dream X,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,6/22/2022,
Cinderellas Candy 3.5g - Value,17512,264B-220622.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Zack's Cake,17510,Zack's Cake-220705.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Mt Lemmon Lava,17508,290C-220615.0001,Mt Lemmon Lava,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,6/15/2022,
Blueberry Muffinz 28g - Value,17505,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,6/17/2022,
Blueberry Muffinz 3.5g - Value,17456,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,6/17/2022,
Blue Dream X 14g - Value,17442,272X-220518.0001,Blue Dream X,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,5/18/2022,
DTF Premium Preroll 1g - Zack's Cake,17401,Zack's Cake-220705.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/11/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Cinderellas Candy,17298,264B-220531.0001,Cinderellas Candy,,,DTF - Downtown Flower,5/31/2022,
DTF Premium Preroll 1g - Cinderellas Candy,17298,264B-220531.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/9/2022,DTF - Downtown Flower,5/31/2022,
DTF 12 Pack Prerolls 3.6g - Gello,17286,230-220622.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/9/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Dalliance,17243,293s-220705.0001,Dalliance,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/9/2022,DTF - Downtown Flower,7/4/2022,
DTF 12 Pack Prerolls 3.6g - Cinderellas Candy,16979,264B-220531.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/7/2022,DTF - Downtown Flower,5/31/2022,
Snowcap 7g - Mid,16964,219-220705.0001,Snowcap,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/7/2022,DTF - Downtown Flower,7/5/2022,
DTF 12 Pack Prerolls 3.6g - Ice Cream Social,16959,318-220705.0001,ICS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/7/2022,DTF - Downtown Flower,7/5/2022,
Zack's Rhino 28g - Value,16867,291C-220622.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Runtz Breath,16853,306s-220622.0001,Runtz Breath,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
Military Chocolate 3.5 - Mid,16851,319-220705.0001,Military Chocolate,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,7/5/2022,
DTF Premium Preroll 1g - Zack's Rhino,16850,291C-220622.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Super Glue,16848,186-220622.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Truffaloha,16845,302s-220622.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
Prickly Pear Pie 3.5g - MId,16843,327s-220705.0001,Prickly Pear Pie,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,7/5/2022,
Zack's Rhino 3.5g - Value,16817,291C-220622.0001,Zack's Rhino,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Gello,16803,230-220622.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,6/22/2022,
Dalliance 28g - Mid,16802,293s-220705.0001,Dalliance,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/3/2022,DTF - Downtown Flower,7/4/2022,
DTF Premium Preroll 1g - Super Glue,16769,186-220622.0001,Super Glue,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/2/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Kosher Kush,16725,235-220531.0001,Kosher Kush,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/2/2022,DTF - Downtown Flower,5/31/2022,
Runtz Breath 3.5g - Mid,16691,306s-220622.0001,Runtz Breath,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/2/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Tucson Ganja,16671,TG-220607.0001,Tucson Ganja,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/2/2022,DTF - Downtown Flower,6/7/2022,
Orange Wafers 7g  - Mid,16647,308A-220622.0001,Orange Wafers,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",8/2/2022,DTF - Downtown Flower,6/22/2022,
DTF Premium Preroll 1g - Blueberry Muffinz,16406,BBMFZ - 312-220617.0001,Blueberry Muffinz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,6/17/2022,
DTF Premium Preroll 1g - Cinderellas Candy,16405,264B-220531.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,5/31/2022,
Truffaloha 28g - Mid,16368,302s-220622.0001,Truffaloha,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Runtz Breath,16365,306s-220531.0001,Runtz Breath,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,5/31/2022,
Zack's Cake 3.5g - Mid,16363,Zack's Cake-220622.0001,Zack's Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,6/22/2022,
Gello 14g - Mid,16347,230-220622.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/31/2022,DTF - Downtown Flower,6/22/2022,
Ice Cream Social 3.5g - Value,16342,318-220622.0001,ICS,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/28/2022,DTF - Downtown Flower,6/22/2022,
Gello 28g - Mid,16251,230-220622.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/28/2022,DTF - Downtown Flower,6/22/2022,
DTF 12 Pack Prerolls 3.6g - Cinderellas Candy,16238,264B-220607.0001,Cinderellas Candy,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/28/2022,DTF - Downtown Flower,6/7/2022,
Jungle Lava 28g - Mid,16135,290B-220615.0001,Jungle Lava (6),,,DTF - Downtown Flower,6/15/2022,
Jungle Lava 28g - Mid,16135,290B-220615.0001,Jungle Lava (6),,,DTF - Downtown Flower,6/15/2022,
Clout King Premium Preroll 1g - White Terdz,16182,309s-220518.0001,White Terdz,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/27/2022,Clout King,5/18/2022,
DTF 12 Pack Prerolls 3.6g - Gello,16153,230-220425.0001,Gello,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/27/2022,DTF - Downtown Flower,4/24/2022,
Jungle Lava 28g - Mid,16135,290B-220615.0001,Jungle Lava (6),"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",7/27/2022,DTF - Downtown Flower,6/15/2022,
